job_id,subtime,start_time,finish_time,waiting_time
921,240036,243282.0,243434.0,3246.0
942,243491,243491.0,243788.0,0.0
922,240190,243988.0,244007.0,3798.0
950,244806,248080.0,257169.0,3274.0
998,253899,259869.0,262906.0,5970.0
999,256940,262906.0,272670.0,5966.0
1026,272013,272670.0,272675.0,657.0
1027,272022,272670.0,272675.0,648.0
1025,271998,272670.0,272678.0,672.0
1028,272030,272670.0,272678.0,640.0
1033,272285,272670.0,272974.0,385.0
1001,266712,272670.0,274135.0,5958.0
1042,274132,274135.0,274143.0,3.0
1044,274279,274279.0,274288.0,0.0
1045,274462,274462.0,274469.0,0.0
1046,274564,274564.0,274570.0,0.0
1047,274676,274676.0,274687.0,0.0
1050,275093,277793.0,277808.0,2700.0
1053,275186,277886.0,277895.0,2700.0
1057,275933,278633.0,278644.0,2700.0
1059,276247,278947.0,278962.0,2700.0
1064,276685,279385.0,279395.0,2700.0
1066,276930,279630.0,279637.0,2700.0
1081,279644,279644.0,279651.0,0.0
1000,266709,272670.0,281811.0,5961.0
1087,280995,283695.0,283965.0,2700.0
1090,281267,283967.0,283984.0,2700.0
1091,281405,284451.0,285699.0,3046.0
1107,283540,285699.0,285702.0,2159.0
1103,283113,285699.0,285719.0,2586.0
1102,283065,285699.0,285720.0,2634.0
1117,284828,285699.0,285720.0,871.0
1108,283678,285699.0,285722.0,2021.0
1116,284742,285699.0,285737.0,957.0
1105,283435,285699.0,285745.0,2264.0
1104,283191,285699.0,285755.0,2508.0
1121,285276,285699.0,285891.0,423.0
1109,283721,285699.0,285926.0,1978.0
1099,282654,286611.0,286632.0,3957.0
1127,286695,286695.0,286975.0,0.0
1100,282758,283984.0,288638.0,1226.0
1134,287469,288638.0,289452.0,1169.0
1133,287317,290499.0,290510.0,3182.0
1135,287715,290841.0,290865.0,3126.0
1137,288399,291152.0,291197.0,2753.0
1139,288479,291179.0,291209.0,2700.0
1136,288141,290841.0,291749.0,2700.0
1144,291911,291911.0,291924.0,0.0
1140,290368,293068.0,293072.0,2700.0
1141,290405,293105.0,293107.0,2700.0
1150,292914,295614.0,296064.0,2700.0
1159,294245,296064.0,296241.0,1819.0
1167,294976,296241.0,296441.0,1265.0
1169,295588,296441.0,296461.0,853.0
1176,296581,296581.0,296610.0,0.0
1177,296629,296629.0,297731.0,0.0
1179,297123,297731.0,298012.0,608.0
1181,297211,298012.0,298055.0,801.0
1183,297331,298055.0,298079.0,724.0
1138,288452,289452.0,298118.0,1000.0
1190,297588,298118.0,298142.0,530.0
1191,297648,298118.0,298142.0,470.0
1193,297859,298118.0,298143.0,259.0
1156,293478,297907.0,298158.0,4429.0
1185,297408,298079.0,298182.0,671.0
1202,299687,302387.0,302391.0,2700.0
1218,301324,302391.0,302397.0,1067.0
1223,301877,302397.0,302404.0,520.0
1201,299684,302387.0,302411.0,2703.0
1222,301838,302411.0,302435.0,573.0
1224,301989,302435.0,302459.0,446.0
1204,299753,302453.0,302464.0,2700.0
1216,301261,302464.0,302474.0,1203.0
1205,299780,302480.0,302494.0,2700.0
1217,301298,302494.0,302504.0,1196.0
1219,301384,302504.0,302515.0,1120.0
1221,301742,302515.0,302555.0,773.0
1206,299858,302558.0,302576.0,2700.0
1207,299958,302658.0,302663.0,2700.0
1208,300099,302918.0,302926.0,2819.0
1215,301147,305494.0,305583.0,4347.0
1213,300919,305494.0,305604.0,4575.0
1210,300330,305494.0,305610.0,5164.0
1226,302244,305583.0,305796.0,3339.0
1241,305375,305796.0,305820.0,421.0
1229,304161,305610.0,305822.0,1449.0
1235,305127,305796.0,305825.0,669.0
1242,305416,305796.0,305906.0,380.0
1236,305146,305822.0,306049.0,676.0
1245,306073,306073.0,306094.0,0.0
1228,304107,306807.0,306829.0,2700.0
1254,306911,306911.0,306976.0,0.0
1255,306992,306992.0,306997.0,0.0
1227,302686,305604.0,307203.0,2918.0
1260,307273,307273.0,307276.0,0.0
1261,307319,307319.0,307329.0,0.0
1262,307335,307335.0,307367.0,0.0
1263,307372,307372.0,307393.0,0.0
1264,307403,307403.0,307597.0,0.0
1266,307432,307597.0,307625.0,165.0
1267,307474,307625.0,307662.0,151.0
1268,307511,307662.0,307783.0,151.0
1269,307572,307783.0,307847.0,211.0
1273,307750,307847.0,307890.0,97.0
1243,305439,305796.0,308283.0,357.0
1277,308071,308283.0,308519.0,212.0
1280,308184,308519.0,308546.0,335.0
1281,308229,308519.0,308559.0,290.0
1253,306807,309507.0,309510.0,2700.0
1257,307092,309792.0,309799.0,2700.0
1256,307072,309772.0,309830.0,2700.0
1258,307123,309823.0,309983.0,2700.0
1265,307406,310106.0,310184.0,2700.0
1271,307662,310362.0,310545.0,2700.0
1211,300458,306096.0,310560.0,5638.0
1274,307963,310663.0,310844.0,2700.0
1275,307984,310684.0,310846.0,2700.0
1284,308464,311546.0,311763.0,3082.0
1286,308847,311547.0,311795.0,2700.0
1303,311872,311872.0,312147.0,0.0
1306,312238,312238.0,312508.0,0.0
1295,310903,313603.0,313631.0,2700.0
1319,313844,313844.0,313875.0,0.0
1246,306123,313544.0,313885.0,7421.0
1270,307579,313885.0,314058.0,6306.0
1321,313938,314058.0,314081.0,120.0
1324,313997,314058.0,314087.0,61.0
1328,314079,314079.0,314101.0,0.0
1332,314161,314161.0,314169.0,0.0
1331,314152,314152.0,314180.0,0.0
1333,314209,314209.0,314240.0,0.0
1334,314255,314255.0,314292.0,0.0
1320,313898,314058.0,314356.0,160.0
1302,311601,314301.0,314480.0,2700.0
1314,312619,314058.0,314511.0,1439.0
1327,314072,314072.0,314778.0,0.0
1329,314101,314101.0,314780.0,0.0
1304,311908,314630.0,314912.0,2722.0
1309,312472,315172.0,315411.0,2700.0
1311,312494,315194.0,315413.0,2700.0
1307,312326,315147.0,315494.0,2821.0
1323,313950,316650.0,316693.0,2700.0
1336,314336,317036.0,317061.0,2700.0
1338,314993,317693.0,317728.0,2700.0
1339,315069,317769.0,317811.0,2700.0
1341,315206,317906.0,318523.0,2700.0
1342,315227,317927.0,318525.0,2700.0
1348,315975,319311.0,319528.0,3336.0
1352,317827,320527.0,320556.0,2700.0
1361,320751,320751.0,320764.0,0.0
1354,319254,321954.0,321963.0,2700.0
1355,319284,321984.0,322091.0,2700.0
1350,316474,322228.0,322465.0,5754.0
1351,316747,322465.0,322701.0,5718.0
1353,318250,322701.0,322926.0,4451.0
1358,320276,322976.0,323007.0,2700.0
1372,322912,323007.0,323045.0,95.0
1359,320363,323063.0,323081.0,2700.0
1356,319404,322104.0,323105.0,2700.0
1360,320420,323120.0,323132.0,2700.0
1368,322556,322926.0,324453.0,370.0
1362,322153,324853.0,324866.0,2700.0
1363,322260,324960.0,324992.0,2700.0
1364,322293,324993.0,325004.0,2700.0
1366,322412,325356.0,325360.0,2944.0
1367,322514,325356.0,325367.0,2842.0
1365,322310,325356.0,325375.0,3046.0
1369,322736,325436.0,325444.0,2700.0
1370,322745,325445.0,325475.0,2700.0
1371,322801,325501.0,325517.0,2700.0
1373,323478,326178.0,326192.0,2700.0
1374,323510,326210.0,326230.0,2700.0
1375,324063,326763.0,326768.0,2700.0
1376,324084,326784.0,326794.0,2700.0
1377,324147,326847.0,326863.0,2700.0
1379,324231,326931.0,326959.0,2700.0
1380,324302,327002.0,327019.0,2700.0
1381,324474,327174.0,327195.0,2700.0
1382,324516,327216.0,327242.0,2700.0
